identity	archive	area	block	frame	width	height	x	y	aspect_ratio	animated	delay	animation_group	animation_frame_count	lifecycle	runtime_name	review_status	lifecycle_status	stage_status	runtime_path	candidate_sha256
PIC4.DAX:049:000	PIC4.DAX	4	49	0	88	88	0	0	1:1	True	2	PIC4.DAX:049	8	normal_picture_until_panel_replace	PIC4_block_049_frame_000.png	approved	verified	integrated	integrated/PIC4_block_049_frame_000.png	6de1466343b34e746293c462f9fff331aa82852c008a117c8459b846408e2419
PIC4.DAX:049:001	PIC4.DAX	4	49	1	88	88	0	0	1:1	True	2	PIC4.DAX:049	8	normal_picture_until_panel_replace	PIC4_block_049_frame_001.png	approved	verified	integrated	integrated/PIC4_block_049_frame_001.png	c92774d3e8dbbff0aaf254310f89fdd5d86798379f1ab542bf80970913929f4f
PIC4.DAX:049:002	PIC4.DAX	4	49	2	88	88	0	0	1:1	True	2	PIC4.DAX:049	8	normal_picture_until_panel_replace	PIC4_block_049_frame_002.png	approved	verified	integrated	integrated/PIC4_block_049_frame_002.png	b874bd7bb8443f43982d52827567fe36545b2de6a984fbfffc3b5e0a3d66f2e2
PIC4.DAX:049:003	PIC4.DAX	4	49	3	88	88	0	0	1:1	True	4	PIC4.DAX:049	8	normal_picture_until_panel_replace	PIC4_block_049_frame_003.png	approved	verified	integrated	integrated/PIC4_block_049_frame_003.png	932c0957aa072ba22e8d5d4f82d455edb056f782a083f122ad63f0e096295060
PIC4.DAX:049:004	PIC4.DAX	4	49	4	88	88	0	0	1:1	True	1	PIC4.DAX:049	8	normal_picture_until_panel_replace	PIC4_block_049_frame_004.png	approved	verified	integrated	integrated/PIC4_block_049_frame_004.png	0d135179911ef7c2a1950ee6b6fa64516b632619e77ea8582ab87816b8f5376d
PIC4.DAX:049:005	PIC4.DAX	4	49	5	88	88	0	0	1:1	True	1	PIC4.DAX:049	8	normal_picture_until_panel_replace	PIC4_block_049_frame_005.png	approved	verified	integrated	integrated/PIC4_block_049_frame_005.png	b874bd7bb8443f43982d52827567fe36545b2de6a984fbfffc3b5e0a3d66f2e2
PIC4.DAX:049:006	PIC4.DAX	4	49	6	88	88	0	0	1:1	True	2	PIC4.DAX:049	8	normal_picture_until_panel_replace	PIC4_block_049_frame_006.png	approved	verified	integrated	integrated/PIC4_block_049_frame_006.png	c92774d3e8dbbff0aaf254310f89fdd5d86798379f1ab542bf80970913929f4f
PIC4.DAX:049:007	PIC4.DAX	4	49	7	88	88	0	0	1:1	True	2	PIC4.DAX:049	8	normal_picture_until_panel_replace	PIC4_block_049_frame_007.png	approved	verified	integrated	integrated/PIC4_block_049_frame_007.png	977273fcc9ce074ed401836056a06c977c61be920c82b2f9b5d0cde3a29b00e1
PIC4.DAX:067:000	PIC4.DAX	4	67	0	88	88	0	0	1:1	True	3	PIC4.DAX:067	3	normal_picture_until_panel_replace	PIC4_block_067_frame_000.png	approved	verified	integrated	integrated/PIC4_block_067_frame_000.png	f61b9727f4f28505fe67b71e476fab41dba8175e9657b256aa8016dde9ac0301
PIC4.DAX:067:001	PIC4.DAX	4	67	1	88	88	0	0	1:1	True	3	PIC4.DAX:067	3	normal_picture_until_panel_replace	PIC4_block_067_frame_001.png	approved	verified	integrated	integrated/PIC4_block_067_frame_001.png	ba94e55054c4c4744e430f2df63e4c34c0bff459cc5dbe41a64eaf159f27639f
PIC4.DAX:067:002	PIC4.DAX	4	67	2	88	88	0	0	1:1	True	3	PIC4.DAX:067	3	normal_picture_until_panel_replace	PIC4_block_067_frame_002.png	approved	verified	integrated	integrated/PIC4_block_067_frame_002.png	fb136a7d8e6afb07784a3a25ed289cc4e086439f219fbd5104cc3f7eafb8245e
PIC5.DAX:001:000	PIC5.DAX	5	1	0	88	88	0	0	1:1	False	0	PIC5.DAX:001	1	normal_picture_until_panel_replace	PIC5_block_001_frame_000.png	approved	verified	integrated	integrated/PIC5_block_001_frame_000.png	8050a92e170319607694b89187e8366fb61cfff6c25b43d96eb39bc5a72e73c3
PIC5.DAX:029:000	PIC5.DAX	5	29	0	88	88	0	0	1:1	True	2	PIC5.DAX:029	4	normal_picture_until_panel_replace	PIC5_block_029_frame_000.png	approved	verified	integrated	integrated/PIC5_block_029_frame_000.png	5da96390a3848f0b17f9a8e0c61561c2b9f480433df74c853110959dd788b70c
PIC5.DAX:029:001	PIC5.DAX	5	29	1	88	88	0	0	1:1	True	2	PIC5.DAX:029	4	normal_picture_until_panel_replace	PIC5_block_029_frame_001.png	approved	verified	integrated	integrated/PIC5_block_029_frame_001.png	0f268e6fef6b846ecf9e25e5be088fcf4df56f6773b883216d072224ba517cc5
PIC5.DAX:029:002	PIC5.DAX	5	29	2	88	88	0	0	1:1	True	2	PIC5.DAX:029	4	normal_picture_until_panel_replace	PIC5_block_029_frame_002.png	approved	verified	integrated	integrated/PIC5_block_029_frame_002.png	bffc0a16a5378f94b5a631bfe92a6caf9d6572acc6988a6e608e5939e5638636
PIC5.DAX:029:003	PIC5.DAX	5	29	3	88	88	0	0	1:1	True	2	PIC5.DAX:029	4	normal_picture_until_panel_replace	PIC5_block_029_frame_003.png	approved	verified	integrated	integrated/PIC5_block_029_frame_003.png	424efff8f4b6e242a422a9ca64ca901e5d10a461d3abf32cfd51dd10fbb71fd6
PIC5.DAX:051:000	PIC5.DAX	5	51	0	88	88	0	0	1:1	False	0	PIC5.DAX:051	1	normal_picture_until_panel_replace	PIC5_block_051_frame_000.png	missing	pending	missing		
PIC5.DAX:052:000	PIC5.DAX	5	52	0	88	88	0	0	1:1	True	2	PIC5.DAX:052	3	normal_picture_until_panel_replace	PIC5_block_052_frame_000.png	missing	pending	missing		
PIC5.DAX:052:001	PIC5.DAX	5	52	1	88	88	0	0	1:1	True	2	PIC5.DAX:052	3	normal_picture_until_panel_replace	PIC5_block_052_frame_001.png	missing	pending	missing		
PIC5.DAX:052:002	PIC5.DAX	5	52	2	88	88	0	0	1:1	True	2	PIC5.DAX:052	3	normal_picture_until_panel_replace	PIC5_block_052_frame_002.png	missing	pending	missing		
PIC5.DAX:053:000	PIC5.DAX	5	53	0	88	88	0	0	1:1	False	0	PIC5.DAX:053	1	normal_picture_until_panel_replace	PIC5_block_053_frame_000.png	missing	pending	missing		
PIC5.DAX:054:000	PIC5.DAX	5	54	0	88	88	0	0	1:1	True	3	PIC5.DAX:054	5	normal_picture_until_panel_replace	PIC5_block_054_frame_000.png	missing	pending	missing		
PIC5.DAX:054:001	PIC5.DAX	5	54	1	88	88	0	0	1:1	True	3	PIC5.DAX:054	5	normal_picture_until_panel_replace	PIC5_block_054_frame_001.png	missing	pending	missing		
PIC5.DAX:054:002	PIC5.DAX	5	54	2	88	88	0	0	1:1	True	6	PIC5.DAX:054	5	normal_picture_until_panel_replace	PIC5_block_054_frame_002.png	missing	pending	missing		
PIC5.DAX:054:003	PIC5.DAX	5	54	3	88	88	0	0	1:1	True	2	PIC5.DAX:054	5	normal_picture_until_panel_replace	PIC5_block_054_frame_003.png	missing	pending	missing		
PIC5.DAX:054:004	PIC5.DAX	5	54	4	88	88	0	0	1:1	True	8	PIC5.DAX:054	5	normal_picture_until_panel_replace	PIC5_block_054_frame_004.png	missing	pending	missing		
PIC5.DAX:055:000	PIC5.DAX	5	55	0	88	88	0	0	1:1	False	0	PIC5.DAX:055	1	normal_picture_until_panel_replace	PIC5_block_055_frame_000.png	missing	pending	missing		
PIC5.DAX:057:000	PIC5.DAX	5	57	0	88	88	0	0	1:1	True	0	PIC5.DAX:057	4	normal_picture_until_panel_replace	PIC5_block_057_frame_000.png	missing	pending	missing		
PIC5.DAX:057:001	PIC5.DAX	5	57	1	88	88	0	0	1:1	True	6	PIC5.DAX:057	4	normal_picture_until_panel_replace	PIC5_block_057_frame_001.png	missing	pending	missing		
PIC5.DAX:057:002	PIC5.DAX	5	57	2	88	88	0	0	1:1	True	2	PIC5.DAX:057	4	normal_picture_until_panel_replace	PIC5_block_057_frame_002.png	missing	pending	missing		
PIC5.DAX:057:003	PIC5.DAX	5	57	3	88	88	0	0	1:1	True	10	PIC5.DAX:057	4	normal_picture_until_panel_replace	PIC5_block_057_frame_003.png	missing	pending	missing		
PIC5.DAX:060:000	PIC5.DAX	5	60	0	88	88	0	0	1:1	False	0	PIC5.DAX:060	1	normal_picture_until_panel_replace	PIC5_block_060_frame_000.png	missing	pending	missing		
PIC6.DAX:001:000	PIC6.DAX	6	1	0	88	88	0	0	1:1	False	0	PIC6.DAX:001	1	normal_picture_until_panel_replace	PIC6_block_001_frame_000.png	approved	verified	integrated	integrated/PIC6_block_001_frame_000.png	8050a92e170319607694b89187e8366fb61cfff6c25b43d96eb39bc5a72e73c3
PIC6.DAX:029:000	PIC6.DAX	6	29	0	88	88	0	0	1:1	True	2	PIC6.DAX:029	4	normal_picture_until_panel_replace	PIC6_block_029_frame_000.png	approved	verified	integrated	integrated/PIC6_block_029_frame_000.png	5da96390a3848f0b17f9a8e0c61561c2b9f480433df74c853110959dd788b70c
PIC6.DAX:029:001	PIC6.DAX	6	29	1	88	88	0	0	1:1	True	2	PIC6.DAX:029	4	normal_picture_until_panel_replace	PIC6_block_029_frame_001.png	approved	verified	integrated	integrated/PIC6_block_029_frame_001.png	0f268e6fef6b846ecf9e25e5be088fcf4df56f6773b883216d072224ba517cc5
PIC6.DAX:029:002	PIC6.DAX	6	29	2	88	88	0	0	1:1	True	2	PIC6.DAX:029	4	normal_picture_until_panel_replace	PIC6_block_029_frame_002.png	approved	verified	integrated	integrated/PIC6_block_029_frame_002.png	bffc0a16a5378f94b5a631bfe92a6caf9d6572acc6988a6e608e5939e5638636
PIC6.DAX:029:003	PIC6.DAX	6	29	3	88	88	0	0	1:1	True	2	PIC6.DAX:029	4	normal_picture_until_panel_replace	PIC6_block_029_frame_003.png	approved	verified	integrated	integrated/PIC6_block_029_frame_003.png	424efff8f4b6e242a422a9ca64ca901e5d10a461d3abf32cfd51dd10fbb71fd6
PIC6.DAX:064:000	PIC6.DAX	6	64	0	88	88	0	0	1:1	True	15	PIC6.DAX:064	8	normal_picture_until_panel_replace	PIC6_block_064_frame_000.png	missing	pending	missing		
PIC6.DAX:064:001	PIC6.DAX	6	64	1	88	88	0	0	1:1	True	2	PIC6.DAX:064	8	normal_picture_until_panel_replace	PIC6_block_064_frame_001.png	missing	pending	missing		
PIC6.DAX:064:002	PIC6.DAX	6	64	2	88	88	0	0	1:1	True	2	PIC6.DAX:064	8	normal_picture_until_panel_replace	PIC6_block_064_frame_002.png	missing	pending	missing		
PIC6.DAX:064:003	PIC6.DAX	6	64	3	88	88	0	0	1:1	True	1	PIC6.DAX:064	8	normal_picture_until_panel_replace	PIC6_block_064_frame_003.png	missing	pending	missing		
PIC6.DAX:064:004	PIC6.DAX	6	64	4	88	88	0	0	1:1	True	6	PIC6.DAX:064	8	normal_picture_until_panel_replace	PIC6_block_064_frame_004.png	missing	pending	missing		
PIC6.DAX:064:005	PIC6.DAX	6	64	5	88	88	0	0	1:1	True	0	PIC6.DAX:064	8	normal_picture_until_panel_replace	PIC6_block_064_frame_005.png	missing	pending	missing		
PIC6.DAX:064:006	PIC6.DAX	6	64	6	88	88	0	0	1:1	True	0	PIC6.DAX:064	8	normal_picture_until_panel_replace	PIC6_block_064_frame_006.png	missing	pending	missing		
PIC6.DAX:064:007	PIC6.DAX	6	64	7	88	88	0	0	1:1	True	0	PIC6.DAX:064	8	normal_picture_until_panel_replace	PIC6_block_064_frame_007.png	missing	pending	missing		
PIC6.DAX:065:000	PIC6.DAX	6	65	0	88	88	0	0	1:1	True	2	PIC6.DAX:065	5	normal_picture_until_panel_replace	PIC6_block_065_frame_000.png	missing	pending	missing		
PIC6.DAX:065:001	PIC6.DAX	6	65	1	88	88	0	0	1:1	True	2	PIC6.DAX:065	5	normal_picture_until_panel_replace	PIC6_block_065_frame_001.png	missing	pending	missing		
PIC6.DAX:065:002	PIC6.DAX	6	65	2	88	88	0	0	1:1	True	2	PIC6.DAX:065	5	normal_picture_until_panel_replace	PIC6_block_065_frame_002.png	missing	pending	missing		
PIC6.DAX:065:003	PIC6.DAX	6	65	3	88	88	0	0	1:1	True	2	PIC6.DAX:065	5	normal_picture_until_panel_replace	PIC6_block_065_frame_003.png	missing	pending	missing		
PIC6.DAX:065:004	PIC6.DAX	6	65	4	88	88	0	0	1:1	True	2	PIC6.DAX:065	5	normal_picture_until_panel_replace	PIC6_block_065_frame_004.png	missing	pending	missing		
PIC6.DAX:067:000	PIC6.DAX	6	67	0	88	88	0	0	1:1	True	3	PIC6.DAX:067	3	normal_picture_until_panel_replace	PIC6_block_067_frame_000.png	missing	pending	missing		
PIC6.DAX:067:001	PIC6.DAX	6	67	1	88	88	0	0	1:1	True	3	PIC6.DAX:067	3	normal_picture_until_panel_replace	PIC6_block_067_frame_001.png	missing	pending	missing		
PIC6.DAX:067:002	PIC6.DAX	6	67	2	88	88	0	0	1:1	True	3	PIC6.DAX:067	3	normal_picture_until_panel_replace	PIC6_block_067_frame_002.png	missing	pending	missing		
PIC6.DAX:068:000	PIC6.DAX	6	68	0	88	88	0	0	1:1	False	0	PIC6.DAX:068	1	normal_picture_until_panel_replace	PIC6_block_068_frame_000.png	missing	pending	missing		
PIC6.DAX:069:000	PIC6.DAX	6	69	0	88	88	0	0	1:1	True	5	PIC6.DAX:069	4	normal_picture_until_panel_replace	PIC6_block_069_frame_000.png	missing	pending	missing		
PIC6.DAX:069:001	PIC6.DAX	6	69	1	88	88	0	0	1:1	True	2	PIC6.DAX:069	4	normal_picture_until_panel_replace	PIC6_block_069_frame_001.png	missing	pending	missing		
PIC6.DAX:069:002	PIC6.DAX	6	69	2	88	88	0	0	1:1	True	4	PIC6.DAX:069	4	normal_picture_until_panel_replace	PIC6_block_069_frame_002.png	missing	pending	missing		
PIC6.DAX:069:003	PIC6.DAX	6	69	3	88	88	0	0	1:1	True	1	PIC6.DAX:069	4	normal_picture_until_panel_replace	PIC6_block_069_frame_003.png	missing	pending	missing		
PIC6.DAX:071:000	PIC6.DAX	6	71	0	88	88	0	0	1:1	True	1	PIC6.DAX:071	4	normal_picture_until_panel_replace	PIC6_block_071_frame_000.png	missing	pending	missing		
PIC6.DAX:071:001	PIC6.DAX	6	71	1	88	88	0	0	1:1	True	1	PIC6.DAX:071	4	normal_picture_until_panel_replace	PIC6_block_071_frame_001.png	missing	pending	missing		
PIC6.DAX:071:002	PIC6.DAX	6	71	2	88	88	0	0	1:1	True	2	PIC6.DAX:071	4	normal_picture_until_panel_replace	PIC6_block_071_frame_002.png	missing	pending	missing		
PIC6.DAX:071:003	PIC6.DAX	6	71	3	88	88	0	0	1:1	True	15	PIC6.DAX:071	4	normal_picture_until_panel_replace	PIC6_block_071_frame_003.png	missing	pending	missing		
PIC6.DAX:072:000	PIC6.DAX	6	72	0	88	88	0	0	1:1	False	0	PIC6.DAX:072	1	normal_picture_until_panel_replace	PIC6_block_072_frame_000.png	missing	pending	missing		
PIC6.DAX:073:000	PIC6.DAX	6	73	0	88	88	0	0	1:1	False	0	PIC6.DAX:073	1	normal_picture_until_panel_replace	PIC6_block_073_frame_000.png	missing	pending	missing		
PIC6.DAX:074:000	PIC6.DAX	6	74	0	88	88	0	0	1:1	True	5	PIC6.DAX:074	7	normal_picture_until_panel_replace	PIC6_block_074_frame_000.png	missing	pending	missing		
PIC6.DAX:074:001	PIC6.DAX	6	74	1	88	88	0	0	1:1	True	3	PIC6.DAX:074	7	normal_picture_until_panel_replace	PIC6_block_074_frame_001.png	missing	pending	missing		
PIC6.DAX:074:002	PIC6.DAX	6	74	2	88	88	0	0	1:1	True	3	PIC6.DAX:074	7	normal_picture_until_panel_replace	PIC6_block_074_frame_002.png	missing	pending	missing		
PIC6.DAX:074:003	PIC6.DAX	6	74	3	88	88	0	0	1:1	True	2	PIC6.DAX:074	7	normal_picture_until_panel_replace	PIC6_block_074_frame_003.png	missing	pending	missing		
PIC6.DAX:074:004	PIC6.DAX	6	74	4	88	88	0	0	1:1	True	3	PIC6.DAX:074	7	normal_picture_until_panel_replace	PIC6_block_074_frame_004.png	missing	pending	missing		
PIC6.DAX:074:005	PIC6.DAX	6	74	5	88	88	0	0	1:1	True	3	PIC6.DAX:074	7	normal_picture_until_panel_replace	PIC6_block_074_frame_005.png	missing	pending	missing		
PIC6.DAX:074:006	PIC6.DAX	6	74	6	88	88	0	0	1:1	True	10	PIC6.DAX:074	7	normal_picture_until_panel_replace	PIC6_block_074_frame_006.png	missing	pending	missing		
PIC6.DAX:075:000	PIC6.DAX	6	75	0	88	88	0	0	1:1	True	3	PIC6.DAX:075	5	normal_picture_until_panel_replace	PIC6_block_075_frame_000.png	missing	pending	missing		
PIC6.DAX:075:001	PIC6.DAX	6	75	1	88	88	0	0	1:1	True	3	PIC6.DAX:075	5	normal_picture_until_panel_replace	PIC6_block_075_frame_001.png	missing	pending	missing		
PIC6.DAX:075:002	PIC6.DAX	6	75	2	88	88	0	0	1:1	True	3	PIC6.DAX:075	5	normal_picture_until_panel_replace	PIC6_block_075_frame_002.png	missing	pending	missing		
PIC6.DAX:075:003	PIC6.DAX	6	75	3	88	88	0	0	1:1	True	0	PIC6.DAX:075	5	normal_picture_until_panel_replace	PIC6_block_075_frame_003.png	missing	pending	missing		
PIC6.DAX:075:004	PIC6.DAX	6	75	4	88	88	0	0	1:1	True	15	PIC6.DAX:075	5	normal_picture_until_panel_replace	PIC6_block_075_frame_004.png	missing	pending	missing		
PIC6.DAX:076:000	PIC6.DAX	6	76	0	88	88	0	0	1:1	True	2	PIC6.DAX:076	3	normal_picture_until_panel_replace	PIC6_block_076_frame_000.png	missing	pending	missing		
PIC6.DAX:076:001	PIC6.DAX	6	76	1	88	88	0	0	1:1	True	2	PIC6.DAX:076	3	normal_picture_until_panel_replace	PIC6_block_076_frame_001.png	missing	pending	missing		
PIC6.DAX:076:002	PIC6.DAX	6	76	2	88	88	0	0	1:1	True	2	PIC6.DAX:076	3	normal_picture_until_panel_replace	PIC6_block_076_frame_002.png	missing	pending	missing		
PIC6.DAX:077:000	PIC6.DAX	6	77	0	88	88	0	0	1:1	False	0	PIC6.DAX:077	1	normal_picture_until_panel_replace	PIC6_block_077_frame_000.png	missing	pending	missing		
TITLE.DAX:001:000	TITLE.DAX		1	0	320	200	0	0	8:5	False		TITLE.DAX:001	1	title_sequence	TITLE_block_001_frame_000.png	approved	verified	integrated	integrated/TITLE_block_001_frame_000.png	5eac3adf67dbba77023c296091a85b50b13de8f6d3997030c53894617110fdd4
TITLE.DAX:002:000	TITLE.DAX		2	0	320	200	0	0	8:5	False		TITLE.DAX:002	1	title_sequence	TITLE_block_002_frame_000.png	approved	verified	integrated	integrated/TITLE_block_002_frame_000.png	e4ed39fc465509dc1479fb077ca74151b187807aba8a94e66cef6e85687c40ff
TITLE.DAX:003:000	TITLE.DAX		3	0	240	112	0	0	15:7	False		TITLE.DAX:003	1	title_sequence	TITLE_block_003_frame_000.png	approved	verified	integrated	integrated/TITLE_block_003_frame_000.png	e8f2f73293779324e5ad097a9c8d7f51c8ae4009cf660de8bc643bf8e217c7ab
TITLE.DAX:004:000	TITLE.DAX		4	0	320	112	0	0	20:7	False		TITLE.DAX:004	1	title_sequence	TITLE_block_004_frame_000.png	approved	verified	integrated	integrated/TITLE_block_004_frame_000.png	347d2d66402e1f9968f53bdd7abc400aca71190f9cbb9fc05ed0545faefccf8b
